bedrooms,bathrooms,living_sqft,parcel_sqft,floors,waterfront,view_quality,condition,KC_grade,sqft_basement,built_year,renovation_year,zipcode,latitude,longitude,sqft_living15,sqft_lot15,date,price,id.1
4.0,3.5,3120.0,5086.0,2.0,0.0,0,3,9,640.0,2008,0,98115,47.6762,-122.288,1880.0,5092.0,2014-05-20,953007.0,20478
4.0,2.5,2480.0,4334.0,2.0,0.0,0,3,8,0.0,2012,0,98038,47.3826,-122.036,2480.0,5632.0,2015-02-23,399000.0,20479
2.0,2.0,1110.0,1155.0,3.0,0.0,0,3,7,130.0,2008,0,98136,47.5496,-122.388,1110.0,1089.0,2015-04-27,399000.0,20480
4.0,2.75,2760.0,5670.0,2.0,0.0,0,3,10,0.0,2014,0,98075,47.5819,-122.047,2760.0,6600.0,2014-11-17,847093.0,20481
3.0,2.5,1510.0,1493.0,3.0,0.0,0,3,8,0.0,2014,0,98107,47.669,-122.402,1530.0,1357.0,2015-02-06,599950.0,20482
3.0,2.5,1460.0,1614.0,2.0,0.0,0,3,8,280.0,2007,0,98117,47.6781,-122.374,1380.0,1402.0,2014-08-13,499000.0,20483
4.0,2.75,3980.0,285318.0,2.0,0.0,2,3,9,0.0,2006,0,98045,47.4803,-121.795,2100.0,105415.0,2014-10-15,760000.0,20484
4.0,3.75,3320.0,8234.0,2.0,0.0,0,3,10,0.0,2014,0,98004,47.5963,-122.2,1560.0,8240.0,2014-10-29,1700000.0,20485
4.0,3.25,3270.0,5187.0,2.0,0.0,0,3,9,160.0,2014,0,98052,47.6966,-122.133,3600.0,5825.0,2014-05-12,1030000.0,20486
4.0,2.5,2670.0,8765.0,2.0,0.0,0,3,9,0.0,2006,0,98059,47.4876,-122.146,2880.0,8765.0,2014-05-20,515000.0,20487
3.0,2.25,1410.0,1332.0,2.0,0.0,0,3,7,120.0,2004,0,98027,47.5345,-122.069,1445.0,1290.0,2014-12-09,355000.0,20488
4.0,2.75,2475.0,4000.0,2.0,0.0,0,3,7,0.0,2014,0,98002,47.3452,-122.21,2166.0,4000.0,2014-08-05,319900.0,20489
3.0,3.5,1600.0,1431.0,2.0,0.0,0,3,8,360.0,2006,0,98117,47.6865,-122.363,1500.0,4120.0,2014-05-27,460000.0,20490
2.0,1.0,1290.0,3383.0,2.0,0.0,0,3,7,0.0,2008,0,98053,47.6968,-122.025,1290.0,2828.0,2015-01-08,305000.0,20491
3.0,2.5,1608.0,4818.0,2.0,0.0,0,3,8,0.0,2012,0,98092,47.2583,-122.203,2009.0,5200.0,2015-03-17,280000.0,20492
2.0,2.25,1300.0,2104.0,2.0,,0,3,8,290.0,2011,0,98136,47.5477,-122.388,1430.0,1850.0,2015-02-27,394950.0,20493
4.0,3.5,2530.0,3000.0,2.0,0.0,0,3,8,680.0,2014,0,98146,47.4919,-122.336,1470.0,6000.0,2014-08-21,382000.0,20494
3.0,2.5,1390.0,1411.0,3.0,0.0,0,3,8,0.0,2008,0,98103,47.6485,-122.334,1350.0,1266.0,2015-04-22,560000.0,20495
3.0,2.25,1640.0,1204.0,3.0,0.0,0,3,8,0.0,2014,0,98112,47.6196,-122.297,1630.0,3136.0,2014-05-20,772000.0,20496
4.0,2.5,2229.0,5723.0,2.0,0.0,0,3,7,0.0,2012,0,98032,47.3693,-122.286,2738.0,5742.0,2014-07-22,324950.0,20497
3.0,2.5,1790.0,3078.0,2.0,0.0,0,3,8,0.0,2010,0,98027,47.5638,-122.094,1890.0,3078.0,2014-07-09,530000.0,20498
3.0,2.25,990.0,736.0,2.5,0.0,0,3,8,110.0,2009,0,98105,47.6605,-122.319,1030.0,1201.0,2014-10-24,384000.0,20499
5.0,2.75,3240.0,6863.0,2.0,0.0,0,3,10,0.0,2013,0,98056,47.5033,-122.193,2360.0,6002.0,2014-06-11,719950.0,20500
2.0,2.5,1280.0,819.0,2.0,0.0,0,3,8,220.0,2006,0,98103,47.6905,-122.364,1290.0,2900.0,2014-08-11,319950.0,20501
3.0,2.5,1610.0,3848.0,2.0,0.0,0,3,8,0.0,2006,0,98055,47.4497,-122.188,1610.0,3049.0,2015-01-28,292000.0,20502
6.0,3.5,3670.0,3959.0,2.0,0.0,0,3,10,1260.0,2008,0,98119,47.6356,-122.373,2060.0,3625.0,2015-04-28,1500000.0,20503
2.0,2.5,1150.0,1027.0,3.0,0.0,0,3,8,0.0,2008,0,98103,47.6534,-122.356,1360.0,1210.0,2014-05-07,425000.0,20504
5.0,3.75,3760.0,4702.0,2.0,0.0,0,3,9,980.0,2014,0,98034,47.7202,-122.223,2950.0,5981.0,2014-10-10,799950.0,20505
2.0,2.5,1320.0,1157.0,2.0,0.0,0,3,8,330.0,2014,0,98107,47.6689,-122.363,1550.0,1519.0,2014-08-25,499000.0,20506
4.0,2.75,2700.0,7992.0,2.0,0.0,0,3,9,0.0,2012,0,98059,47.4831,-122.135,2840.0,7992.0,2015-03-27,572000.0,20507
2.0,2.0,1480.0,804.0,3.0,0.0,0,3,8,0.0,2008,0,98122,47.602,-122.308,1380.0,1751.0,2014-07-22,459000.0,20508
3.0,2.25,1410.0,905.0,3.0,0.0,0,3,9,0.0,2014,0,98116,47.5818,-122.402,1510.0,1352.0,2015-03-18,529500.0,20509
4.0,2.5,3135.0,5811.0,2.0,0.0,0,3,9,0.0,2005,0,98092,47.3263,-122.18,3008.0,5799.0,2014-09-09,374500.0,20510
3.0,2.5,1480.0,1485.0,2.0,,0,3,8,,2007,0,98102,47.6376,-122.326,1470.0,1277.0,2014-06-05,584000.0,20511
4.0,4.5,4020.0,9656.0,2.0,0.0,0,3,10,0.0,2007,0,98004,47.6358,-122.207,1960.0,9520.0,2015-01-15,1900000.0,20512
2.0,2.25,1060.0,1209.0,2.0,0.0,0,3,8,120.0,2006,0,98102,47.6369,-122.327,1300.0,1169.0,2014-07-07,505000.0,20513
2.0,2.5,1950.0,2457.0,3.0,0.0,0,3,8,0.0,2009,0,98144,47.5925,-122.302,1650.0,1639.0,2014-11-14,565000.0,20514
4.0,2.75,3340.0,5677.0,2.0,0.0,0,3,9,0.0,2011,0,98052,47.709,-122.118,3240.0,5643.0,2015-03-25,799000.0,20515
3.0,2.5,1570.0,1452.0,2.5,0.0,0,3,9,330.0,2007,0,98199,47.648,-122.396,1670.0,1596.0,2015-04-29,547000.0,20516
3.0,2.5,1930.0,6604.0,2.0,0.0,0,3,7,0.0,2014,0,98166,47.4692,-122.351,910.0,6604.0,2015-02-27,550000.0,20517
3.0,2.0,1590.0,8100.0,1.0,0.0,0,3,7,530.0,1996,0,98038,47.3611,-122.047,1590.0,8100.0,2014-09-18,250000.0,20518
4.0,4.5,3720.0,7746.0,2.0,0.0,0,3,10,0.0,2014,0,98034,47.7323,-122.165,3080.0,11067.0,2015-01-05,960000.0,20519
4.0,4.25,4470.0,5884.0,2.0,0.0,1,3,11,1240.0,2010,0,98199,47.6387,-122.405,2570.0,6000.0,2014-10-30,2950000.0,20520
2.0,1.0,1290.0,1289.0,2.0,0.0,0,3,7,260.0,2005,0,98144,47.6006,-122.305,1290.0,1332.0,2015-03-27,441000.0,20521
3.0,2.25,1489.0,2800.0,2.0,0.0,0,3,7,0.0,2012,0,98002,47.3454,-122.214,1584.0,2800.0,2015-04-07,265000.0,20522
3.0,2.5,2075.0,39553.0,1.0,0.0,0,3,7,0.0,2012,0,98038,47.3601,-122.032,1960.0,9047.0,2015-04-09,430000.0,20523
3.0,2.5,1413.0,3600.0,2.0,0.0,0,3,8,0.0,2011,0,98031,47.4222,-122.193,2150.0,3869.0,2014-06-17,286800.0,20524
3.0,2.5,1300.0,1362.0,2.0,0.0,0,3,8,420.0,2008,0,98144,47.5893,-122.317,1300.0,1251.0,2015-04-16,375000.0,20525
3.0,3.25,1480.0,983.0,2.0,0.0,0,3,8,300.0,2013,0,98106,47.5555,-122.363,1330.0,1062.0,2014-12-15,312500.0,20526
4.0,2.75,3320.0,5559.0,2.0,,0,3,9,0.0,2012,0,98075,47.5607,-122.031,3400.0,6854.0,2015-01-07,850000.0,20527
3.0,2.25,1530.0,1279.0,2.0,0.0,0,3,7,414.0,2007,0,98177,47.7035,-122.357,1320.0,1427.0,2015-03-25,390500.0,20528
3.0,2.5,1180.0,932.0,3.0,,0,3,8,0.0,2010,0,98119,47.638,-122.375,1180.0,2632.0,2014-10-29,455000.0,20529
2.0,2.0,1190.0,1303.0,2.0,0.0,0,3,8,390.0,2009,0,98107,47.6675,-122.368,1670.0,2425.0,2015-04-06,455000.0,20530
3.0,2.25,1300.0,1180.0,3.0,,0,3,8,0.0,2008,0,98103,47.6871,-122.339,1300.0,1174.0,2014-12-03,515000.0,20531
3.0,3.5,1710.0,2212.0,2.0,0.0,0,3,7,310.0,2013,0,98126,47.5459,-122.368,1580.0,2212.0,2015-04-01,362500.0,20532
3.0,2.5,2390.0,47480.0,2.0,,0,3,9,0.0,2007,0,98058,47.4517,-122.084,1720.0,44866.0,2014-09-24,460000.0,20533
4.0,3.5,3510.0,6005.0,2.0,0.0,0,3,8,760.0,2010,0,98065,47.5168,-121.87,3090.0,5866.0,2014-09-04,540000.0,20534
3.0,1.75,1140.0,1165.0,2.0,0.0,0,3,8,0.0,2014,0,98108,47.5638,-122.295,1150.0,1552.0,2014-07-31,230000.0,20535
2.0,2.5,1320.0,1329.0,2.0,0.0,0,3,8,140.0,2007,0,98107,47.6728,-122.374,1490.0,5000.0,2014-09-29,425000.0,20536
5.0,3.0,2100.0,9752.0,1.0,0.0,0,3,8,900.0,2007,0,98003,47.3341,-122.304,1270.0,10200.0,2014-05-19,298450.0,20537
4.0,2.5,2400.0,4848.0,2.0,0.0,0,3,8,0.0,2004,0,98038,47.3626,-122.04,1980.0,5199.0,2014-12-22,344000.0,20538
3.0,2.5,1408.0,989.0,3.0,0.0,0,3,8,0.0,2005,0,98115,47.6856,-122.315,1408.0,1342.0,2014-05-05,416286.0,20539
4.0,2.5,2560.0,5102.0,2.0,0.0,0,3,8,0.0,2013,0,98092,47.3404,-122.181,2586.0,5059.0,2015-02-23,379500.0,20540
2.0,2.5,1260.0,1347.0,3.0,,0,3,8,0.0,2005,0,98103,47.6994,-122.341,1260.0,1356.0,2014-06-17,350000.0,20541
2.0,1.75,1290.0,1624.0,2.0,0.0,0,3,8,0.0,2014,0,98106,47.5171,-122.347,1410.0,1963.0,2015-04-08,258800.0,20542
4.0,2.5,2730.0,9260.0,2.0,0.0,0,3,8,0.0,2008,0,98133,47.7222,-122.331,2730.0,7357.0,2014-12-18,620000.0,20543
2.0,2.5,1630.0,1368.0,2.0,0.0,0,3,7,350.0,2009,0,98106,47.5489,-122.363,1590.0,2306.0,2014-05-02,295000.0,20544
4.0,2.75,3530.0,6844.0,2.0,0.0,0,3,10,0.0,2014,0,98075,47.5975,-121.985,3530.0,10038.0,2015-02-27,908990.0,20545
4.0,2.5,2714.0,12558.0,2.0,0.0,0,3,9,0.0,2014,0,98031,47.3522,-122.201,2873.0,8269.0,2014-11-17,485230.0,20546
3.0,2.25,1630.0,2520.0,2.0,0.0,0,3,7,0.0,2005,0,98029,47.5493,-121.998,1630.0,3131.0,2014-06-11,475000.0,20547
5.0,3.25,5790.0,13726.0,2.0,0.0,3,3,10,1360.0,2014,0,98006,47.5388,-122.114,5790.0,13726.0,2014-08-04,1240000.0,20548
3.0,3.0,2230.0,1407.0,2.5,0.0,0,3,8,380.0,2013,0,98027,47.5446,-122.017,2290.0,1407.0,2014-08-19,635000.0,20549
3.0,2.5,1380.0,1590.0,2.0,,0,3,9,220.0,2012,0,98126,47.5444,-122.375,1380.0,1590.0,2014-11-05,350000.0,20550
3.0,3.5,1320.0,1161.0,3.0,0.0,0,3,8,0.0,2010,0,98125,47.7162,-122.294,1320.0,1161.0,2014-12-29,345000.0,20551
2.0,2.0,1490.0,713.0,3.0,,0,3,9,0.0,2014,0,98109,47.6356,-122.346,1490.0,1110.0,2014-09-21,700000.0,20552
3.0,2.25,1280.0,1520.0,2.0,0.0,0,3,8,200.0,2008,0,98107,47.6651,-122.368,1280.0,1681.0,2014-08-21,490000.0,20553
5.0,4.0,3870.0,5929.0,2.0,0.0,0,3,10,,2014,0,98052,47.6965,-122.134,3600.0,5625.0,2014-08-05,1300000.0,20554
2.0,2.5,1280.0,1051.0,2.0,0.0,0,3,8,,2009,0,98119,47.6273,-122.359,1580.0,1279.0,2014-09-10,579000.0,20555
3.0,1.5,1300.0,1435.0,2.0,0.0,0,3,8,180.0,2007,0,98122,47.6114,-122.31,1320.0,1652.0,2015-03-27,552500.0,20556
4.0,2.75,2170.0,5024.0,2.0,0.0,0,3,8,0.0,2012,0,98059,47.495,-122.145,2460.0,5024.0,2015-02-04,467000.0,20557
4.0,2.25,1763.0,3717.0,2.0,0.0,0,3,8,0.0,2012,0,98031,47.4213,-122.194,1763.0,3666.0,2014-11-13,305000.0,20558
2.0,1.5,1020.0,1525.0,2.0,,0,3,7,0.0,2004,0,98133,47.704,-122.347,1020.0,3844.0,2014-05-09,212000.0,20559
4.0,2.5,1840.0,4593.0,2.0,0.0,0,3,7,0.0,2010,0,98053,47.6866,-122.013,1740.0,3600.0,2014-08-21,429000.0,20560
3.0,2.0,1820.0,1358.0,3.0,0.0,0,3,9,0.0,2014,0,98126,47.5433,-122.376,1710.0,1367.0,2014-09-25,479950.0,20561
3.0,3.5,2670.0,3000.0,2.0,0.0,0,3,9,800.0,2014,0,98117,47.6813,-122.372,1750.0,5000.0,2014-12-18,825000.0,20562
6.0,6.5,6260.0,10955.0,2.0,,0,3,11,1420.0,2007,0,98075,47.5947,-122.039,2710.0,12550.0,2015-03-28,1180000.0,20563
3.0,2.25,1400.0,3814.0,2.0,,0,3,7,0.0,2012,0,98042,47.3584,-122.083,1610.0,3814.0,2014-06-13,250000.0,20564
2.0,1.5,1160.0,2158.0,2.0,0.0,0,3,7,0.0,1982,0,98034,47.7178,-122.19,1150.0,2158.0,2014-10-27,289000.0,20565
3.0,2.5,1400.0,3368.0,2.0,0.0,0,3,7,0.0,2013,0,98146,47.5134,-122.342,1400.0,4316.0,2014-10-02,265000.0,20566
3.0,2.5,1232.0,1130.0,3.0,0.0,0,3,7,0.0,2007,0,98125,47.7185,-122.317,1232.0,1202.0,2014-05-15,344000.0,20567
4.0,2.75,2700.0,6000.0,2.0,0.0,0,4,8,600.0,1910,0,98116,47.586,-122.383,2050.0,5400.0,2014-07-09,749000.0,20568
4.0,2.5,2550.0,6382.0,2.0,0.0,0,3,7,0.0,2007,0,98065,47.5202,-121.87,2430.0,5900.0,2014-09-08,492000.0,20569
4.0,2.5,3260.0,6902.0,2.0,0.0,0,3,8,0.0,2008,0,98059,47.4829,-122.156,3130.0,6588.0,2015-01-19,552500.0,20570
2.0,2.5,1680.0,1240.0,2.0,0.0,0,3,8,560.0,2014,0,98102,47.6372,-122.324,2060.0,3630.0,2014-11-12,653500.0,20571
4.0,3.25,2630.0,2550.0,2.0,0.0,0,3,10,600.0,2006,0,98117,47.6775,-122.385,1810.0,2600.0,2015-04-02,855000.0,20572
3.0,1.5,1260.0,5758.0,2.0,0.0,0,3,7,0.0,1999,0,98006,47.5524,-122.139,3090.0,10142.0,2014-11-19,333000.0,20573
4.0,2.5,2550.0,4500.0,2.0,,0,3,7,0.0,2009,0,98059,47.4916,-122.153,2340.0,4526.0,2014-06-11,415000.0,20574
4.0,3.25,3450.0,5000.0,2.0,0.0,0,3,8,0.0,2008,0,98178,47.4925,-122.273,1420.0,5000.0,2014-11-07,445000.0,20575
3.0,2.5,1550.0,3402.0,2.0,0.0,0,3,7,0.0,2009,0,98002,47.3523,-122.212,2095.0,3402.0,2014-07-10,273500.0,20576
4.0,2.5,4150.0,8436.0,2.0,0.0,0,3,10,0.0,2014,0,98075,47.5802,-122.039,4070.0,8438.0,2014-06-06,969990.0,20577
5.0,3.5,3900.0,4400.0,2.0,0.0,0,3,9,1250.0,2014,0,98107,47.6607,-122.362,1190.0,4400.0,2014-10-08,1200000.0,20578
3.0,3.25,1550.0,1444.0,3.0,0.0,0,3,8,0.0,2006,0,98115,47.6767,-122.291,1550.0,1444.0,2014-08-06,430000.0,20579
4.0,2.5,2130.0,4000.0,2.0,0.0,0,3,8,0.0,2014,0,98146,47.5108,-122.362,1830.0,7217.0,2015-03-23,392000.0,20580
4.0,2.5,2890.0,7798.0,2.0,0.0,0,3,9,0.0,2005,0,98006,47.5456,-122.129,3300.0,30950.0,2014-07-02,795000.0,20581
3.0,2.5,1220.0,1330.0,2.0,0.0,0,3,8,210.0,2008,0,98117,47.6904,-122.37,1360.0,3750.0,2014-06-30,457000.0,20582
4.0,2.5,2502.0,8306.0,2.0,0.0,0,3,9,0.0,2013,0,98001,47.2953,-122.265,2597.0,6983.0,2015-03-20,453000.0,20583
3.0,2.0,1340.0,1384.0,3.0,0.0,0,3,8,0.0,2008,0,98103,47.6973,-122.35,1110.0,1384.0,2014-05-09,376000.0,20584
4.0,2.5,2350.0,3800.0,2.0,0.0,0,3,8,0.0,2014,0,98059,47.4783,-122.123,2670.0,4180.0,2014-08-04,469995.0,20585
3.0,2.5,1810.0,3930.0,2.0,,0,3,8,0.0,2008,0,98053,47.7169,-122.02,1560.0,5100.0,2015-05-04,540000.0,20586
4.0,2.5,3310.0,6500.0,2.0,0.0,0,3,8,0.0,2012,0,98065,47.515,-121.87,2380.0,5000.0,2014-05-02,555000.0,20587
3.0,2.0,1620.0,5101.0,1.0,0.0,0,3,7,1030.0,2006,0,98118,47.5448,-122.288,1700.0,7750.0,2014-07-25,445000.0,20588
2.0,2.0,1070.0,635.0,2.0,0.0,0,3,9,350.0,2008,0,98106,47.5212,-122.357,1070.0,928.0,2014-12-15,256950.0,20589
4.0,2.5,2230.0,4952.0,2.0,0.0,0,3,8,0.0,2011,0,98002,47.3363,-122.211,2030.0,3721.0,2014-10-06,297000.0,20590
4.0,2.5,1970.0,4558.0,2.0,0.0,0,3,8,0.0,2005,0,98038,47.3627,-122.04,1980.0,5123.0,2014-10-17,320000.0,20591
5.0,4.5,4600.0,7810.0,2.0,0.0,0,3,9,1400.0,2006,0,98065,47.5381,-121.86,4480.0,6324.0,2014-11-14,805000.0,20592
4.0,2.75,3110.0,6050.0,2.0,0.0,0,3,9,0.0,2014,0,98052,47.705,-122.126,3590.0,6054.0,2014-08-01,799990.0,20593
4.0,2.5,3490.0,3677.0,2.0,0.0,0,3,9,640.0,2007,0,98072,47.774,-122.162,3440.0,3600.0,2015-04-09,680000.0,20594
3.0,2.5,1600.0,1936.0,2.0,0.0,0,3,7,0.0,2007,0,98108,47.5629,-122.297,1600.0,1936.0,2014-06-24,395000.0,20595
3.0,2.5,1960.0,3060.0,2.0,0.0,0,3,8,0.0,2010,0,98117,47.6764,-122.389,1220.0,3060.0,2014-12-02,732000.0,20596
2.0,2.5,1000.0,1092.0,2.0,,0,3,7,10.0,2004,0,98118,47.5419,-122.271,1330.0,1466.0,2014-08-02,163800.0,20597
2.0,2.5,1000.0,1092.0,2.0,,0,3,7,10.0,2004,0,98118,47.5419,-122.271,1330.0,1466.0,2014-12-01,220000.0,20598
2.0,2.0,1500.0,1408.0,3.0,0.0,0,3,7,0.0,1999,0,98133,47.7293,-122.343,1500.0,1245.0,2014-11-06,308625.0,20599
3.0,2.5,2424.0,5931.0,2.0,0.0,0,3,9,0.0,2014,0,98042,47.3515,-122.134,2424.0,6036.0,2015-03-31,375000.0,20600
4.0,2.5,2303.0,3826.0,2.0,0.0,0,3,8,0.0,2006,0,98092,47.3258,-122.165,2516.0,4500.0,2014-07-01,300000.0,20601
3.0,2.5,1880.0,6008.0,2.0,0.0,0,3,7,0.0,2009,0,98042,47.3366,-122.052,2180.0,5185.0,2014-06-16,284000.0,20602
2.0,2.0,1210.0,740.0,2.0,0.0,0,3,8,430.0,2014,0,98112,47.6206,-122.3,1480.0,1171.0,2015-02-20,610000.0,20603
4.0,3.25,3720.0,6765.0,2.0,0.0,0,3,9,0.0,2012,0,98053,47.688,-122.018,3100.0,6790.0,2015-03-24,955000.0,20604
4.0,2.75,3610.0,8580.0,2.0,0.0,0,3,9,0.0,2014,0,98033,47.6706,-122.173,2360.0,8580.0,2014-06-27,982000.0,20605
3.0,1.5,1360.0,885.0,3.0,0.0,0,3,8,0.0,2008,0,98103,47.6961,-122.349,1360.0,1167.0,2014-05-22,359000.0,20606
5.0,2.5,2590.0,7084.0,2.0,0.0,0,3,8,0.0,2014,0,98052,47.7053,-122.113,3010.0,4823.0,2014-07-18,779380.0,20607
5.0,3.25,4390.0,11250.0,2.0,0.0,0,3,10,0.0,2007,0,98040,47.5785,-122.225,2160.0,9249.0,2014-06-30,1510000.0,20608
3.0,3.0,2290.0,1407.0,2.5,,0,3,8,400.0,2014,0,98027,47.5446,-122.017,2230.0,1407.0,2015-02-23,635000.0,20609
4.0,3.75,3880.0,9979.0,2.5,0.0,0,3,10,0.0,2007,0,98029,47.5408,-121.992,3130.0,6112.0,2014-08-26,1060000.0,20610
3.0,2.5,1350.0,874.0,3.0,0.0,0,3,8,80.0,2006,0,98136,47.549,-122.387,1350.0,886.0,2014-07-16,389500.0,20611
5.0,2.5,2170.0,2752.0,2.0,0.0,0,3,8,0.0,2014,0,98106,47.5165,-122.346,1800.0,2752.0,2014-08-07,359800.0,20612
3.0,3.0,1296.0,1051.0,3.0,0.0,0,3,8,0.0,2009,0,98125,47.7175,-122.284,1520.0,1939.0,2014-05-27,399950.0,20613
3.0,3.25,1530.0,1602.0,2.0,0.0,0,3,8,390.0,2013,0,98106,47.5555,-122.362,1450.0,1198.0,2014-06-03,320000.0,20614
3.0,2.5,1489.0,3266.0,2.0,0.0,0,3,7,0.0,2014,0,98002,47.3452,-122.217,1537.0,3273.0,2014-07-25,255900.0,20615
4.0,2.5,2130.0,4467.0,2.0,0.0,0,3,8,0.0,2014,0,98146,47.5108,-122.363,1830.0,8160.0,2015-02-09,380000.0,20616
3.0,2.75,1430.0,1521.0,2.0,0.0,0,3,9,300.0,2009,0,98119,47.6353,-122.371,1930.0,2700.0,2014-09-18,580000.0,20617
5.0,3.75,2380.0,7268.0,1.0,0.0,0,3,8,950.0,2008,0,98106,47.5571,-122.357,2040.0,10810.0,2015-04-29,545000.0,20618
3.0,2.5,1420.0,814.0,2.0,0.0,0,3,8,280.0,2008,0,98136,47.5429,-122.387,1340.0,1382.0,2014-07-25,451300.0,20619
4.0,3.25,3450.0,6184.0,2.0,0.0,0,3,9,0.0,2014,0,98074,47.6072,-122.054,3020.0,5369.0,2014-06-16,852880.0,20620
4.0,2.5,1914.0,3150.0,2.0,0.0,0,3,8,0.0,2009,0,98055,47.43,-122.188,1714.0,3164.0,2014-09-19,305000.0,20621
2.0,1.5,988.0,1080.0,3.0,,0,3,7,0.0,2007,0,98125,47.7123,-122.301,1128.0,1080.0,2015-04-30,295000.0,20622
3.0,2.25,1584.0,2800.0,2.0,0.0,0,3,7,0.0,2012,0,98002,47.3451,-122.214,1584.0,2800.0,2014-10-16,261000.0,20623
4.0,2.5,2630.0,5710.0,2.0,0.0,0,3,8,0.0,2001,0,98065,47.5342,-121.876,2550.0,5500.0,2015-03-17,560000.0,20624
4.0,3.25,3520.0,5250.0,2.0,0.0,0,3,9,0.0,2012,0,98053,47.6869,-122.019,3220.0,5781.0,2014-09-19,795000.0,20625
4.0,2.5,2380.0,4913.0,2.0,0.0,0,3,8,0.0,2006,0,98038,47.3607,-122.038,2580.0,5311.0,2014-09-29,384950.0,20626
3.0,1.75,1410.0,1197.0,3.0,0.0,0,3,8,0.0,2012,0,98103,47.6558,-122.348,1350.0,2512.0,2014-05-08,500000.0,20627
4.0,3.5,3220.0,5741.0,2.0,0.0,0,3,9,0.0,2013,0,98065,47.5169,-121.886,2960.0,6534.0,2015-02-05,640000.0,20628
4.0,3.25,3266.0,5969.0,2.0,,0,3,8,0.0,2014,0,98023,47.2975,-122.35,3087.0,5169.0,2014-11-21,418000.0,20629
3.0,2.0,2550.0,4794.0,2.0,0.0,0,3,9,0.0,2007,0,98115,47.6955,-122.29,1630.0,5100.0,2014-10-10,799000.0,20630
4.0,3.5,3828.0,18900.0,2.5,,0,3,9,0.0,2014,0,98001,47.2851,-122.277,2120.0,18900.0,2015-03-20,552900.0,20631
3.0,2.25,1670.0,1596.0,3.0,,0,3,8,0.0,2014,0,98136,47.5402,-122.387,1640.0,1310.0,2014-12-19,539950.0,20632
4.0,2.5,3056.0,11385.0,2.0,0.0,0,3,9,0.0,2014,0,98001,47.2905,-122.264,2849.0,8607.0,2015-01-20,524225.0,20633
2.0,1.5,1000.0,1188.0,3.0,0.0,0,3,8,0.0,2005,0,98115,47.6823,-122.327,2300.0,3500.0,2015-02-02,424950.0,20634
3.0,3.25,1530.0,1786.0,2.0,0.0,0,3,8,330.0,2007,0,98117,47.6783,-122.366,1390.0,2900.0,2014-11-25,560000.0,20635
5.0,3.0,3490.0,6091.0,2.0,0.0,0,3,9,0.0,2009,0,98011,47.7744,-122.225,2870.0,5932.0,2015-04-29,715000.0,20636
5.0,2.5,2760.0,6000.0,2.0,0.0,0,3,8,0.0,2006,0,98108,47.5289,-122.321,1360.0,6000.0,2014-05-22,300000.0,20637
3.0,2.5,1440.0,2163.0,2.0,,0,3,7,0.0,2005,0,98029,47.554,-121.998,1440.0,2207.0,2015-02-24,405000.0,20638
3.0,3.0,1370.0,1001.0,3.0,0.0,0,3,8,0.0,2009,0,98133,47.7302,-122.355,1399.0,1151.0,2014-10-07,327000.0,20639
6.0,4.0,3180.0,6551.0,2.0,0.0,0,3,9,0.0,2014,0,98074,47.6236,-122.023,3230.0,7602.0,2014-12-09,859950.0,20640
4.0,3.0,2720.0,7570.0,2.0,0.0,0,3,9,0.0,2008,0,98133,47.7113,-122.349,1770.0,5705.0,2015-01-13,560000.0,20641
3.0,2.5,1800.0,2792.0,2.0,0.0,0,3,8,0.0,2011,0,98126,47.5442,-122.371,1580.0,2617.0,2014-09-07,379900.0,20642
3.0,2.5,3220.0,6409.0,2.0,0.0,0,3,9,0.0,2008,0,98059,47.4815,-122.127,3330.0,6231.0,2015-05-01,625000.0,20643
3.0,2.5,2370.0,5321.0,2.0,0.0,0,3,8,0.0,2014,0,98038,47.37,-122.019,2370.0,4357.0,2015-04-23,398096.0,20644
3.0,2.5,1410.0,1325.0,2.0,0.0,0,3,7,230.0,2007,0,98106,47.5582,-122.363,1270.0,1282.0,2014-11-20,315000.0,20645
4.0,3.5,3640.0,6049.0,2.0,0.0,0,3,9,0.0,2014,0,98052,47.7049,-122.125,3590.0,6104.0,2014-12-12,939000.0,20646
3.0,2.5,1920.0,3624.0,2.0,0.0,0,3,9,0.0,2003,0,98052,47.6647,-122.087,1930.0,3533.0,2014-07-25,674000.0,20647
4.0,2.5,2267.0,3577.0,2.0,0.0,0,3,7,0.0,2014,0,98092,47.3384,-122.18,2056.0,3577.0,2014-08-14,306000.0,20648
5.0,4.75,5780.0,17004.0,2.0,0.0,0,3,11,1520.0,2006,0,98040,47.5802,-122.212,3460.0,10855.0,2014-07-09,2320000.0,20649
2.0,1.0,1131.0,1304.0,3.0,0.0,0,3,7,0.0,2011,0,98115,47.6912,-122.313,1131.0,1992.0,2015-02-02,394950.0,20650
3.0,3.5,2940.0,6431.0,2.0,0.0,0,3,10,0.0,2014,0,98075,47.5818,-122.047,2760.0,6695.0,2014-09-18,914154.0,20651
3.0,2.5,2180.0,4533.0,2.0,0.0,0,3,7,0.0,2010,0,98011,47.754,-122.215,2180.0,7347.0,2014-11-17,496000.0,20652
3.0,2.25,1400.0,1078.0,2.0,,0,3,8,460.0,2009,0,98144,47.5701,-122.288,1420.0,1230.0,2015-04-17,430100.0,20653
4.0,2.5,2680.0,5539.0,2.0,,0,3,8,0.0,2013,0,98045,47.4759,-121.734,2680.0,5992.0,2014-07-08,449990.0,20654
